Year,Department,Job Title,Compensation_mean,NumberOfPeople
2015,CFRD - Community & Family Resources,Health Projects Coordinator,53772.49,1
2015,CFRD - Community & Family Resources,Intern,5738.0,1
2015,CFRD - Community & Family Resources,Latino Outreach Coordinator,34659.38,1
2015,CFRD - Community & Family Resources,Office Manager/Program Assistant,23211.53,1
2015,CFRD - Community & Family Resources,Special Projects Coordinator,43722.62,1
2015,CFRD - Community & Family Resources,Special Projects Prog Specialist,54069.06,1
2015,CFRD - Community & Family Resources,Specialist,8414.5,1
2015,Clerk - Clerk,City Clerk,51757.61,1
2015,Clerk - Clerk,Clerical Assistant,4196.25,1
2015,Clerk - Clerk,Deputy Clerk,19652.87,1
2015,Clerk - Clerk,Hearing Officer,31310.9,1
2015,Clerk - Clerk,Records Archivist,24595.94,1
2015,Clerk - Clerk,Specialist,4173.5,1
2015,Controller - Controller,Accounting & Procurement Manager,53808.24,1
2015,Controller - Controller,Accounts Payable/Revenue Clerk,36973.09,3
2015,Controller - Controller,Budget/Grants Manager,66310.05,1
2015,Controller - Controller,Controller,91288.87,1
2015,Controller - Controller,Deputy Controller,70106.06,1
2015,Controller - Controller,Intern,1529.5,2
2015,Controller - Controller,Payroll Systems Manager,43150.48,1
2015,Controller - Controller,Purchasing Manager,56857.52,1
2015,Controller - Controller,Receptionist,29102.5,1
2015,Controller - Controller,Revenue Clerk/Customer Service,36117.37,2
2015,Controller - Controller,Sr Accts Payable/Revenue Clerk,43915.05,1
2015,Council - Council,Council Member,14899.04,9
2015,Council - Council,Council/Administrator Attorney,81523.69,1
2015,Council - Council,Deputy Administrator/Researcher,55114.12,1
2015,Council - Council,Intern,4844.84,2
2015,ESD - Economic & Sustainable Dev,Assistant Director for the Arts,51153.07,1
2015,ESD - Economic & Sustainable Dev,Asst Dir Small Business Develop,56121.68,1
2015,ESD - Economic & Sustainable Dev,Director,83184.36,1
2015,ESD - Economic & Sustainable Dev,Intern,1872.46,4
2015,ESD - Economic & Sustainable Dev,Sustainability Coordinator,53585.3,1
2015,Facilities - Facilities Maintenance,Customer Ser/Security Specialist,23356.16,5
2015,Facilities - Facilities Maintenance,Director,56349.14,1
2015,Facilities - Facilities Maintenance,Downtown Specialist,32847.05,1
2015,Facilities - Facilities Maintenance,Maintenance/Custodian,44791.31,1
2015,Facilities - Facilities Maintenance,Parking Enforcement Officer,24898.71,1
2015,Facilities - Facilities Maintenance,Parking Garage Manager,57453.5,1
2015,Facilities - Facilities Maintenance,Specialist,8663.58,3
2015,Fire - Fire,Battalion Chief,55942.87,5
2015,Fire - Fire,Captain,60141.45,19
2015,Fire - Fire,Chief,89007.01,1
2015,Fire - Fire,Deputy Chief,70133.0,1
2015,Fire - Fire,Fire Inspection Officer,56334.52,1
2015,Fire - Fire,Fire Prevention Officer,62302.63,1
2015,Fire - Fire,Firefighter 1st Class,54875.61,56
2015,Fire - Fire,Probationary Firefighter,23844.0,5
2015,Fire - Fire,Secretary,34837.69,1
2015,Fire - Fire,Sergeant,57470.07,24
2015,Fleet - Fleet Maintenance,Apprentice Master Mechanic,26988.62,4
2015,Fleet - Fleet Maintenance,Fleet Office Clerk/CS Rep,40618.18,1
2015,Fleet - Fleet Maintenance,Inventory Coordinator,37431.87,1
2015,Fleet - Fleet Maintenance,Manager,60445.95,1
2015,Fleet - Fleet Maintenance,Master Mechanic,48671.1,4
2015,HAND - Housing & Neighborhood Dev,Assistant Director,34511.3,2
2015,HAND - Housing & Neighborhood Dev,Director,83134.08,1
2015,HAND - Housing & Neighborhood Dev,Housing Specialist,37502.98,1
2015,HAND - Housing & Neighborhood Dev,Intern,1309.41,4
2015,HAND - Housing & Neighborhood Dev,Neighborhood Compliance Officer,37643.97,6
2015,HAND - Housing & Neighborhood Dev,Program Manager,41239.7,6
2015,HAND - Housing & Neighborhood Dev,Rental Specialist 2,27709.5,2
2015,HAND - Housing & Neighborhood Dev,Rental Specialist I,32560.83,1
2015,HR - Human Resources,Administrative Assistant,24183.38,2
2015,HR - Human Resources,Assistant Director,9071.64,2
2015,HR - Human Resources,Benefits Manager/HR Generalist,40962.3,2
2015,HR - Human Resources,Director,86555.96,1
2015,HR - Human Resources,Manager of WC & HR Admin ,51211.58,1
2015,ITS - Information & Technology Service,Application Developer,61460.86,1
2015,ITS - Information & Technology Service,Assistant Director,75423.0,1
2015,ITS - Information & Technology Service,Database Admin/Web App Developer,64453.92,1
2015,ITS - Information & Technology Service,Director,83133.36,1
2015,ITS - Information & Technology Service,GIS Manager,65772.62,1
2015,ITS - Information & Technology Service,GIS Specialist,43695.83,2
2015,ITS - Information & Technology Service,Intern,5016.64,3
2015,ITS - Information & Technology Service,Office Coord/Inventory Speclst,46608.7,1
2015,ITS - Information & Technology Service,Systems & App Manager,47865.38,1
2015,ITS - Information & Technology Service,Systems & Innovation Analyst,66757.71,1
2015,ITS - Information & Technology Service,Systems & Network Administrator,56798.57,1
2015,ITS - Information & Technology Service,Technology Support Manager,64220.6,1
2015,ITS - Information & Technology Service,Technology Support Specialist,43325.11,4
2015,ITS - Information & Technology Service,Technology Training Specialist,43140.22,1
2015,ITS - Information & Technology Service,Web/User Interface Specialist,43833.15,1
2015,Legal - Legal,Assistant City Attorney,50488.88,5
2015,Legal - Legal,City Attorney,76453.85,1
2015,Legal - Legal,Corporation Counsel,91289.48,1
2015,Legal - Legal,Human Rights Director/Attorney,75582.78,1
2015,Legal - Legal,Intern,975.0,1
2015,Legal - Legal,Legal Secretary/Paralegal,42479.63,1
2015,Legal - Legal,Secretary - Human Rights & Legal,34600.04,1
2015,OOTM - Office of the Mayor,Communications Director,54670.67,1
2015,OOTM - Office of the Mayor,Deputy Mayor,55440.38,2
2015,OOTM - Office of the Mayor,Executive Assistant,45458.53,1
2015,OOTM - Office of the Mayor,Intern,973.77,7
2015,OOTM - Office of the Mayor,Mayor,99261.08,1
2015,PW - Public Works,Director,88577.0,1
2015,PW - Public Works,Public Works Board Member,1543.11,4
2015,PW - Public Works,Special Projects Manager,54137.58,1
2015,PW - Public Works,Specialist,13568.09,1
2015,Parks - Parks & Recreation,Administrator,90389.43,1
2015,Parks - Parks & Recreation,Aquatics/Sports Program Coord,40974.14,1
2015,Parks - Parks & Recreation,Attendant,1412.33,86
2015,Parks - Parks & Recreation,City Landscaper/Sexton,18172.11,2
2015,Parks - Parks & Recreation,Community Events Manager,54958.92,1
2015,Parks - Parks & Recreation,Community Relations Manager,51354.33,1
2015,Parks - Parks & Recreation,Community Relations Specialist,34471.82,1
2015,Parks - Parks & Recreation,Crew Leader,43819.76,1
2015,Parks - Parks & Recreation,Custodian,40402.25,1
2015,Parks - Parks & Recreation,Customer Service Rep II,16183.75,2
2015,Parks - Parks & Recreation,Customer Service Rep III,35827.79,1
2015,Parks - Parks & Recreation,Equipment Maintenance Mechanic,40075.94,2
2015,Parks - Parks & Recreation,General Manager TLRC,56263.81,1
2015,Parks - Parks & Recreation,Golf Course Superintendent,50989.24,1
2015,Parks - Parks & Recreation,Golf Facilities Manager,51717.01,1
2015,Parks - Parks & Recreation,Golf Programs Coordinator,39303.4,1
2015,Parks - Parks & Recreation,Health/Wellness Coordinator,40551.15,1
2015,Parks - Parks & Recreation,Inclusive Recreation Coordinator,43574.74,1
2015,Parks - Parks & Recreation,Intern,764.62,2
2015,Parks - Parks & Recreation,Laborer,7838.51,54
2015,Parks - Parks & Recreation,Leader,2157.78,45
2015,Parks - Parks & Recreation,Lifeguard,2256.7,33
2015,Parks - Parks & Recreation,Master Motor Equipment Operator,34460.97,4
2015,Parks - Parks & Recreation,Membership Coordinator,40030.47,1
2015,Parks - Parks & Recreation,Natural Resources Coordinator,40973.06,1
2015,Parks - Parks & Recreation,Natural Resources Manager,50975.15,1
2015,Parks - Parks & Recreation,Office Manager,32994.36,1
2015,Parks - Parks & Recreation,Operations & Dev Director,73689.15,1
2015,Parks - Parks & Recreation,Operations Office Coordinator,42548.1,1
2015,Parks - Parks & Recreation,Operations Superintendent,53891.06,1
2015,Parks - Parks & Recreation,Program Specialist,23447.38,5
2015,Parks - Parks & Recreation,Program/Facility Coordinator,41380.02,5
2015,Parks - Parks & Recreation,Recreation Services Director,64426.67,1
2015,Parks - Parks & Recreation,Special Services Coordinator,40770.71,1
2015,Parks - Parks & Recreation,Specialist,2158.42,80
2015,Parks - Parks & Recreation,Sports Coordinator,50487.29,1
2015,Parks - Parks & Recreation,Sports Facility Manager,22738.74,2
2015,Parks - Parks & Recreation,Sports Services Director,62945.86,1
2015,Parks - Parks & Recreation,Staff Assistant,7117.0,17
2015,Parks - Parks & Recreation,Supervisor,4363.08,58
2015,Parks - Parks & Recreation,Urban Forester,56190.84,1
2015,Parks - Parks & Recreation,Working Foreman,40527.19,5
2015,Parks - Parks & Recreation,Youth Sports Coord/Asst FSC Mgr,40967.03,1
2015,Plan - Planning and Transportation,Assistant Director,72936.02,1
2015,Plan - Planning and Transportation,Bicycle & Pedestrain Coordinator,41264.94,1
2015,Plan - Planning and Transportation,Development Review Manager,39708.14,1
2015,Plan - Planning and Transportation,Development Services Manager,60891.34,1
2015,Plan - Planning and Transportation,Director,89709.27,1
2015,Plan - Planning and Transportation,Engineering Field Specialist,25535.76,1
2015,Plan - Planning and Transportation,Intern,3917.0,3
2015,Plan - Planning and Transportation,Office Manager,41794.85,1
2015,Plan - Planning and Transportation,Planning Assistant,27201.51,1
2015,Plan - Planning and Transportation,Planning Services Manager,66260.08,1
2015,Plan - Planning and Transportation,Planning Technician,34691.41,1
2015,Plan - Planning and Transportation,Project Engineer,30461.54,1
2015,Plan - Planning and Transportation,Project Manager,47826.72,2
2015,Plan - Planning and Transportation,Public Improvement Manager,53704.09,1
2015,Plan - Planning and Transportation,Senior Environmental Planner,49802.96,1
2015,Plan - Planning and Transportation,Senior Long Range Planner,50783.92,1
2015,Plan - Planning and Transportation,Senior Project Manager,60168.71,1
2015,Plan - Planning and Transportation,Senior Transportation Planner,48869.25,1
2015,Plan - Planning and Transportation,Senior Zoning Compliance Planner,64439.85,1
2015,Plan - Planning and Transportation,Senior Zoning Planner,11261.52,1
2015,Plan - Planning and Transportation,Specialist,2291.25,1
2015,Plan - Planning and Transportation,Transportation & Traffic Engineer,59589.88,1
2015,Plan - Planning and Transportation,Zoning & Long Range Planner,41264.73,1
2015,Plan - Planning and Transportation,Zoning Compliance Planner,41345.49,1
2015,Plan - Planning and Transportation,Zoning Planner,41703.97,1
2015,Pol - Police,CAD/RMS Data Coordinator,41640.51,1
2015,Pol - Police,Captain,70517.32,2
2015,Pol - Police,Chief,91432.82,1
2015,Pol - Police,Crime Analyst,38991.51,1
2015,Pol - Police,Crime Scene Tech & Prop Mgr,46968.51,2
2015,Pol - Police,Crossing Guard,4128.5,1
2015,Pol - Police,Custodian,11764.02,2
2015,Pol - Police,Deputy Chief,75083.51,1
2015,Pol - Police,Executive Assistant,48783.88,1
2015,Pol - Police,Front Desk Clerk I,34290.44,1
2015,Pol - Police,Intern,4671.51,1
2015,Pol - Police,Lieutenant,74548.48,4
2015,Pol - Police,Office Manager,37476.59,1
2015,Pol - Police,Officer First Class,56824.65,17
2015,Pol - Police,Parking Enforcement Officer,30141.17,9
2015,Pol - Police,Parking Enforcement Supervisor,54639.47,1
2015,Pol - Police,Police Pension Secretary,3700.06,1
2015,Pol - Police,Probationary Police Officer,27273.13,7
2015,Pol - Police,Records Clerk,31620.84,12
2015,Pol - Police,Records Supervisor,54502.61,1
2015,Pol - Police,School Crossing Guard,3306.59,17
2015,Pol - Police,Senior Police Officer,62334.27,58
2015,Pol - Police,Sergeant,72502.36,13
2015,Pol - Police,Team Leader,40246.04,1
2015,Pol - Police,Telecommunications Manager,58563.48,1
2015,Pol - Police,Telecommunications Supervisor,43139.01,3
2015,Pol - Police,Telecommunicator,42696.22,11
2015,Pol - Police,Training Coordinator,53381.2,1
2015,Risk - Risk,Director of Safety & Training,50867.08,1
2015,Risk - Risk,Risk Manager/Asst. City Attorney,67894.12,1
2015,Risk - Risk,Secretary - Risk &Legal,36880.39,1
2015,Sanitation - Sanitation,Crew Leader,35023.49,2
2015,Sanitation - Sanitation,Director,57943.2,1
2015,Sanitation - Sanitation,Laborer,35136.57,5
2015,Sanitation - Sanitation,Master Motor Equipment Operator,40525.86,16
2015,Sanitation - Sanitation,Office Manager,34867.99,1
2015,Street - Street,Asset Clerk/Emergency Grant Coor,41436.59,1
2015,Street - Street,Crew Leader,43359.92,4
2015,Street - Street,Deputy Director,47810.0,1
2015,Street - Street,Director,67638.13,1
2015,Street - Street,Laborer,25176.76,27
2015,Street - Street,MEO Apprentice,22875.42,2
2015,Street - Street,Master Motor Equipment Operator,43841.47,14
2015,Street - Street,Sign & Markings Supervisor,45798.92,1
2015,Street - Street,Signal & Lighting Supervisor,33542.3,1
2015,Utilities Accounting - Utilities.Accounting,Account Collections Specialist,38521.59,1
2015,Utilities Accounting - Utilities.Accounting,Accounting Manager,48524.93,1
2015,Utilities Accounting - Utilities.Accounting,Accounts Payable Clerk,42689.93,1
2015,Utilities Accounting - Utilities.Accounting,Assistant Accounts Payable Clerk,33835.58,1
2015,Utilities Accounting - Utilities.Accounting,Assistant Director - Finance,71354.2,1
2015,Utilities Accounting - Utilities.Accounting,Associate Accountant,35351.19,1
2015,Utilities Accounting - Utilities.Accounting,Finance Manager,60326.7,1
2015,Utilities Accounting - Utilities.Accounting,Payroll Administrator,45274.37,1
2015,Utilities Accounting - Utilities.Accounting,Web / Information Manager,56167.98,1
2015,Utilities B&C - Utilities.Billings & Collections,Accounting Clerk,39103.12,1
2015,Utilities B&C - Utilities.Billings & Collections,Accounts Receivable Manager,47612.78,1
2015,Utilities B&C - Utilities.Billings & Collections,Cashier,27395.12,2
2015,Utilities Blucher - Utilities.Blucher Poole WWTP,Laborer,43053.45,1
2015,Utilities Blucher - Utilities.Blucher Poole WWTP,Master Motor Equipment Operator,43154.18,1
2015,Utilities Blucher - Utilities.Blucher Poole WWTP,Plant Manager,63993.37,1
2015,Utilities Blucher - Utilities.Blucher Poole WWTP,Wastewater Plant Operator,51328.62,9
2015,Utilities Comm - Utilities.Communications,Communications Operator,23824.34,6
2015,Utilities Customer Serv - Utilities.Customer Relations,Customer Relations Manager,47712.85,1
2015,Utilities Customer Serv - Utilities.Customer Relations,Customer Relations Rep.,24102.76,6
2015,Utilities Dillman - Utilities.Dillman Road WWTP,Maintenance Coordinator,62327.81,1
2015,Utilities Dillman - Utilities.Dillman Road WWTP,Master Motor Equipment Operator,37495.34,2
2015,Utilities Dillman - Utilities.Dillman Road WWTP,Plant Maintenance Mechanic,44246.54,4
2015,Utilities Dillman - Utilities.Dillman Road WWTP,Secretary,31401.98,1
2015,Utilities Dillman - Utilities.Dillman Road WWTP,Solids Handling Supervisor,56762.13,1
2015,Utilities Dillman - Utilities.Dillman Road WWTP,Superintendent,64282.37,1
2015,Utilities Dillman - Utilities.Dillman Road WWTP,Wastewater Plant Operator,48468.28,9
2015,Utilities Director - Utilities.Department of the Director,Administrative Asst to Director,35680.5,1
2015,Utilities Director - Utilities.Department of the Director,Backflow Prevention Program Mgr,40774.49,1
2015,Utilities Director - Utilities.Department of the Director,Conservation & Energy Res Mgr,45229.71,1
2015,Utilities Director - Utilities.Department of the Director,Deputy Director,88883.31,1
2015,Utilities Director - Utilities.Department of the Director,Director,93240.68,1
2015,Utilities Director - Utilities.Department of the Director,Environmental Research Tech,34815.12,1
2015,Utilities Director - Utilities.Department of the Director,Intern,2962.71,22
2015,Utilities Director - Utilities.Department of the Director,Office Manager,40812.76,1
2015,Utilities Director - Utilities.Department of the Director,Pretreatment Program Inspector,49389.16,1
2015,Utilities Director - Utilities.Department of the Director,Public Affairs Specialist,45582.22,1
2015,Utilities Director - Utilities.Department of the Director,Water Quality Coordinator,53559.65,1
2015,Utilities Engineering - Utilities.Engineering,Administrative & Project Coord,47394.93,1
2015,Utilities Engineering - Utilities.Engineering,Assistant Director-Engineering,80099.77,1
2015,Utilities Engineering - Utilities.Engineering,Assistant GIS Coordinator,42630.64,1
2015,Utilities Engineering - Utilities.Engineering,Capital Projects Manager,60564.22,1
2015,Utilities Engineering - Utilities.Engineering,Education Specialist,22162.0,1
2015,Utilities Engineering - Utilities.Engineering,GIS Coordinator,53078.43,1
2015,Utilities Engineering - Utilities.Engineering,Intern,1848.4,1
2015,Utilities Engineering - Utilities.Engineering,Project Coordinator,44341.72,2
2015,Utilities Engineering - Utilities.Engineering,Senior Project Coordinator,49951.96,2
2015,Utilities Engineering - Utilities.Engineering,Utilities Engineer,74333.17,2
2015,Utilities Engineering - Utilities.Engineering,Utilities Inspector,42842.46,3
2015,Utilities Engineering - Utilities.Engineering,Utilities Technician,38775.4,3
2015,Utilities Lab - Utilities.Laboratory,Chemist,58644.54,1
2015,Utilities Lab - Utilities.Laboratory,Lab Technician I,39607.74,3
2015,Utilities Meters - Utilities.Meters,Assistant Superintendent,57374.07,1
2015,Utilities Meters - Utilities.Meters,Meter Reader,31074.5,7
2015,Utilities Meters - Utilities.Meters,Meter Service Representative,35396.45,1
2015,Utilities Meters - Utilities.Meters,Meter Serviceman,35569.13,5
2015,Utilities Meters - Utilities.Meters,Meter Technician II,41878.4,1
2015,Utilities Monroe WTP - Utilities.Monroe Water Treatment Plant,Plant Maintenance Mechanic,43327.0,2
2015,Utilities Monroe WTP - Utilities.Monroe Water Treatment Plant,Plant Service Mechanic,47263.82,1
2015,Utilities Monroe WTP - Utilities.Monroe Water Treatment Plant,Superintendent,66166.78,1
2015,Utilities Monroe WTP - Utilities.Monroe Water Treatment Plant,Water Plant Operator,34770.79,13
2015,Utilities Purchasing - Utilities.Purchasing,Inventory Coordinator,36754.5,1
2015,Utilities Purchasing - Utilities.Purchasing,Laborer,35770.43,2
2015,Utilities Purchasing - Utilities.Purchasing,Purchasing Buyer,41356.84,1
2015,Utilities Purchasing - Utilities.Purchasing,Purchasing Manager,46153.85,1
2015,Utilities Purchasing - Utilities.Purchasing,Working Foreman,50405.12,1
2015,Utilities Stormwater - Utilities.Stormwater,Assistant Superintendent,52088.91,1
2015,Utilities Stormwater - Utilities.Stormwater,Laborer,41406.3,2
2015,Utilities Stormwater - Utilities.Stormwater,Lineman,41970.44,2
2015,Utilities Stormwater - Utilities.Stormwater,Master Motor Equipment Operator,42092.04,2
2015,Utilities T&D - Utilities.Transmission & Distribution,Assistant Director T&D,71765.12,1
2015,Utilities T&D - Utilities.Transmission & Distribution,Assistant Superintendent,56397.31,4
2015,Utilities T&D - Utilities.Transmission & Distribution,Engineering Field Technician,44007.86,4
2015,Utilities T&D - Utilities.Transmission & Distribution,Laborer,30352.12,14
2015,Utilities T&D - Utilities.Transmission & Distribution,Lineman,41720.94,6
2015,Utilities T&D - Utilities.Transmission & Distribution,Master Motor Equipment Operator,37160.31,8
2015,Utilities T&D - Utilities.Transmission & Distribution,Plant Maintenance Mechanic,47694.46,4
2015,Utilities T&D - Utilities.Transmission & Distribution,Secretary,37671.35,1
2015,Utilities T&D - Utilities.Transmission & Distribution,T&D Meters Oper Coordinator,39793.82,1
2015,Utilities USB - Utilities.Utility Service Board,Utilities Service Board Member,3627.39,8
2016,Animal Shelter,Animal Control Officer,51352.0,3
2016,Animal Shelter,Director,63783.05,1
2016,Animal Shelter,Intern,1152.5,1
2016,Animal Shelter,Kennel Worker,27550.48,10
2016,Animal Shelter,Outreach Coordinator,16479.2,1
2016,Animal Shelter,Secretary,21597.45,4
2016,Animal Shelter,Shelter Manager,44305.72,1
2016,Animal Shelter,Specialist,4214.94,4
2016,Animal Shelter,Volunteer Program Director,38741.78,1
2016,Board of Public Safety,Public Safety Board Member,390.4,8
2016,Clerk,City Clerk,26493.16,2
2016,Clerk,Deputy Clerk,14992.21,2
2016,Clerk,Hearing Officer,31220.76,1
2016,Clerk,Intern,1873.2,5
2016,Clerk,Records Archivist,1883.18,1
2016,Clerk,Specialist,756.5,1
2016,Community & Family Resources,CBVN Assistant Coordinator,46699.93,1
2016,Community & Family Resources,CBVN Coordinator,56053.85,1
2016,Community & Family Resources,Director,84790.31,1
2016,Community & Family Resources,Director-Safe & Civil City,53004.01,1
2016,Community & Family Resources,Health Projects Coordinator,54843.81,1
2016,Community & Family Resources,Intern,4102.25,3
2016,Community & Family Resources,Latino Outreach Coordinator,22373.56,1
2016,Community & Family Resources,Office Manager/Program Assistant,36185.67,1
2016,Community & Family Resources,Special Projects Coordinator,51475.01,1
2016,Community & Family Resources,Special Projects Prog Specialist,55146.51,1
2016,Controller,Accounting & Procurement Manager,54955.18,1
2016,Controller,Accounts Payable/Revenue Clerk,37086.93,3
2016,Controller,Budget/Grants Manager,35804.53,1
2016,Controller,Controller,93111.28,1
2016,Controller,Deputy Controller,71351.15,1
2016,Controller,Intern,7192.5,1
2016,Controller,Payroll Systems Manager,44010.3,1
2016,Controller,Purchasing Manager,58322.84,1
2016,Controller,Revenue Clerk/Customer Service,36874.52,2
2016,Controller,Sr. Accts Payable/Revenue Clerk,44939.98,1
2016,Council,Admin Asst/Researcher,1688.09,1
2016,Council,Council Member,12415.63,11
2016,Council,Council/Administrator Attorney,82994.9,1
2016,Council,Deputy Administrator/Researcher,56212.04,1
2016,Council,Intern,3924.88,4
2016,Economic & Sustainable Dev,Assistant Director for the Arts,28846.19,1
2016,Economic & Sustainable Dev,Asst Dir Small Business Develop,57239.64,1
2016,Economic & Sustainable Dev,Customer Service Rep III,38322.36,1
2016,Economic & Sustainable Dev,Director,35985.7,3
2016,Economic & Sustainable Dev,Intern,2116.2,3
2016,Economic & Sustainable Dev,Specialist,29357.02,1
2016,Economic & Sustainable Dev,Sustainability Coordinator,54626.87,1
2016,Facilities Maintenance,Customer Ser/Security Specialist,25833.54,5
2016,Facilities Maintenance,Director,58909.44,1
2016,Facilities Maintenance,Downtown Specialist,33501.53,1
2016,Facilities Maintenance,Maintenance/Custodian,38326.16,1
2016,Facilities Maintenance,Parking Enforcement Officer,25379.4,1
2016,Facilities Maintenance,Parking Garage Manager,60302.47,1
2016,Facilities Maintenance,Specialist,9228.03,3
2016,Fire,Battalion Chief,55828.99,5
2016,Fire,Captain,64430.14,20
2016,Fire,Chief,51923.06,1
2016,Fire,Deputy Chief,71254.64,1
2016,Fire,Fire Inspection Officer,57444.96,1
2016,Fire,Fire Prevention Officer,63140.66,1
2016,Fire,Firefighter 1st Class,53116.0,60
2016,Fire,Probationary Firefighter,25976.98,3
2016,Fire,Secretary,35531.79,1
2016,Fire,Sergeant,62205.31,24
2016,Fleet Maintenance,Apprentice Master Mechanic,27095.68,3
2016,Fleet Maintenance,Fleet Maintenance Manager,61291.62,1
2016,Fleet Maintenance,Fleet Office Clerk/CS Rep,41427.64,1
2016,Fleet Maintenance,Inventory Coordinator,38277.7,1
2016,Fleet Maintenance,Master Mechanic,45771.54,5
2016,Housing & Neighborhood Dev,Assistant Director,62881.13,1
2016,Housing & Neighborhood Dev,Director,52833.39,2
2016,Housing & Neighborhood Dev,Housing Specialist,38265.79,1
2016,Housing & Neighborhood Dev,Intern,2490.17,4
2016,Housing & Neighborhood Dev,Neighborhood Compliance Officer,37296.11,6
2016,Housing & Neighborhood Dev,Program Manager,48265.03,5
2016,Housing & Neighborhood Dev,Rental Specialist 2,12433.54,3
2016,Housing & Neighborhood Dev,Rental Specialist I,33290.81,1
2016,Human Resources,Administrative Assistant,31810.46,1
2016,Human Resources,Assistant Director,59999.96,1
2016,Human Resources,Benefits Manager/HR Generalist,54023.29,1
2016,Human Resources,Director,84942.53,1
2016,Human Resources,Intern,1661.2,2
2016,Human Resources,Manager of WC & HR Admin ,46784.34,1
2016,Information & Technology Service,Application Developer,62760.52,1
2016,Information & Technology Service,Applications Support & Security ,33220.76,1
2016,Information & Technology Service,Assistant Director,76925.7,1
2016,Information & Technology Service,Database Admin/Web App Developer,65687.02,1
2016,Information & Technology Service,Director,84790.31,1
2016,Information & Technology Service,GIS Manager,67083.06,1
2016,Information & Technology Service,GIS Specialist,44566.36,2
2016,Information & Technology Service,Intern,2137.44,1
2016,Information & Technology Service,Office Coord & Inv Specialist,3855.51,1
2016,Information & Technology Service,Systems & App Manager,66764.75,1
2016,Information & Technology Service,Systems & Innovation  Analyst,68036.87,1
2016,Information & Technology Service,Systems Administrator,24738.36,2
2016,Information & Technology Service,Technology Support Manager,65500.74,1
2016,Information & Technology Service,Technology Support Specialist,41268.76,5
2016,Information & Technology Service,Web/User Interface Specialist,20662.69,2
2016,Legal,Assistant City Attorney,65562.16,4
2016,Legal,City Attorney,62468.44,2
2016,Legal,Corporation Counsel,46249.9,2
2016,Legal,Human Rights Director/Attorney,77088.64,1
2016,Legal,Intern,2163.96,1
2016,Legal,Legal Secretary/Paralegal,43325.82,1
2016,Legal,Secretary - Human Rights & Legal,35202.06,1
2016,Legal,Specialist,1050.0,1
2016,Office of the Mayor,Communications Director,35025.29,2
2016,Office of the Mayor,Customer Service Rep III,41365.29,1
2016,Office of the Mayor,Deputy Mayor,97396.15,1
2016,Office of the Mayor,Executive Assistant,19841.0,1
2016,Office of the Mayor,Intern,2981.39,5
2016,Office of the Mayor,Mayor,50424.26,2
2016,Parks & Recreation, Landscape Coordinator,41791.65,1
2016,Parks & Recreation, Sports/Facility  Coordinator,19798.57,2
2016,Parks & Recreation,ADMIN-SPEC-GF,1687.88,1
2016,Parks & Recreation,AJB-ATT-KC-NR,3101.42,3
2016,Parks & Recreation,AJB-LEAD KC-NR,2495.31,1
2016,Parks & Recreation,AJB-LEAD-GF,3259.19,1
2016,Parks & Recreation,AJB-LEAD-KC,3659.25,1
2016,Parks & Recreation,AJB-LEAD-KC INCLUSION-GF,3472.02,3
2016,Parks & Recreation,AJB-LEAD-KC-801,3696.15,1
2016,Parks & Recreation,AJB-LEAD-KC-NR,1631.13,13
2016,Parks & Recreation,AJB-SPEC-KC-NR,2730.0,1
2016,Parks & Recreation,AJB-ST ASST-KC-NR,5705.76,1
2016,Parks & Recreation,AJB-STF ASSIST-KC-NR,6443.4,1
2016,Parks & Recreation,AJB-STF ASST-KC-NR,222.75,1
2016,Parks & Recreation,AJB-SUP KC-NR,5617.3,1
2016,Parks & Recreation,AJB-SUP-AJB-GF,9778.31,1
2016,Parks & Recreation,AJB-SUP-KC-NR,2662.99,5
2016,Parks & Recreation,AJB-SUP-NR,3486.67,1
2016,Parks & Recreation,ATT-GOLF-GF,2629.77,1
2016,Parks & Recreation,ATT-GOLF-NR,655.48,2
2016,Parks & Recreation,Administrator,81423.21,1
2016,Parks & Recreation,Aquatics/ Program Coord,18566.24,2
2016,Parks & Recreation,BBCC-GRANT SUP-NR,4129.84,1
2016,Parks & Recreation,BBCC-LEAD-GF,3590.48,12
2016,Parks & Recreation,BBCC-LEAD-NR,993.43,2
2016,Parks & Recreation,BBCC-REC-LEADER-GF,1357.1,1
2016,Parks & Recreation,BBCC-SPEC-GF,5722.5,2
2016,Parks & Recreation,BBCC-SUP GRANT-NR,9001.98,1
2016,Parks & Recreation,BBCC-SUP-GF,2410.02,3
2016,Parks & Recreation,BBCC-SUP-GRANT-NR,9383.22,1
2016,Parks & Recreation,BBCC-SUP-NR,3165.18,5
2016,Parks & Recreation,BP-ATT CONC-NR,994.41,4
2016,Parks & Recreation,BP-ATT-GF,908.5,18
2016,Parks & Recreation,BP-LEAD-GF,3555.78,1
2016,Parks & Recreation,BP-LIFEGUARD,798.07,1
2016,Parks & Recreation,BP-LIFEGUARD-GF,1806.51,38
2016,Parks & Recreation,BP-SPEC-GF,4170.0,1
2016,Parks & Recreation,BP-SPEC-NR,1140.49,12
2016,Parks & Recreation,BP-ST ASST-GF,2285.49,3
2016,Parks & Recreation,BP-STAFF ASSIST-GF,3729.03,1
2016,Parks & Recreation,BP-SUP-GF,4150.07,1
2016,Parks & Recreation,BP-SUP-NR,3893.35,1
